Tweet,Suicide,Clean_Tweet
im so tired today i want to lay in a bed full of boys and just have hugs sounds so good probably look even better,Not Suicide post,"['im', 'so', 'tired', 'today', 'i', 'want', 'to', 'lay', 'in', 'a', 'bed', 'full', 'of', 'boys', 'and', 'just', 'have', 'hugs', 'sounds', 'so', 'good', 'probably', 'look', 'even', 'better']"
i have such a nasty habit of comparing myself to other girls damn i hate myself,Potential Suicide post ,"['i', 'have', 'such', 'a', 'nasty', 'habit', 'of', 'comparing', 'myself', 'to', 'other', 'girls', 'damn', 'i', 'hate', 'myself']"
yea im tired of living by myself,Potential Suicide post ,"['yea', 'im', 'tired', 'of', 'living', 'by', 'myself']"
schnes marketingwostimulus package,Not Suicide post,"['schnes', 'marketingwostimulus', 'package']"
totally jst started blasting atr at 10am dude my mom is going to kill me but who cares,Not Suicide post,"['totally', 'jst', 'started', 'blasting', 'atr', 'at', '10am', 'dude', 'my', 'mom', 'is', 'going', 'to', 'kill', 'me', 'but', 'who', 'cares']"
graham tx i dont want to be here anymore,Potential Suicide post ,"['graham', 'tx', 'i', 'dont', 'want', 'to', 'be', 'here', 'anymore']"
tim fischer was on to talk about his love for his family and his,Not Suicide post,"['tim', 'fischer', 'was', 'on', 'to', 'talk', 'about', 'his', 'love', 'for', 'his', 'family', 'and', 'his']"
all i want rn is to get home and take a fucking shower and die,Potential Suicide post ,"['all', 'i', 'want', 'rn', 'is', 'to', 'get', 'home', 'and', 'take', 'a', 'fucking', 'shower', 'and', 'die']"
no just didn't know if you thought putting stuff on your cat was phobe instead of phile glad kittys like the dome,Not Suicide post,"['no', 'just', 'did', ""n't"", 'know', 'if', 'you', 'thought', 'putting', 'stuff', 'on', 'your', 'cat', 'was', 'phobe', 'instead', 'of', 'phile', 'glad', 'kittys', 'like', 'the', 'dome']"
i deadass hate my damn psn name i wish i named myself powerpuff234 there is at least one person in every 23 games th,Potential Suicide post ,"['i', 'deadass', 'hate', 'my', 'damn', 'psn', 'name', 'i', 'wish', 'i', 'named', 'myself', 'powerpuff234', 'there', 'is', 'at', 'least', 'one', 'person', 'in', 'every', '23', 'games', 'th']"
hello new follwers,Not Suicide post,"['hello', 'new', 'follwers']"
oops again its t w i t t e r,Not Suicide post,"['oops', 'again', 'its', 't', 'w', 'i', 't', 't', 'e', 'r']"
man i want sancho to succeed here so badly hes a superstar just needs to believe it again,Not Suicide post,"['man', 'i', 'want', 'sancho', 'to', 'succeed', 'here', 'so', 'badly', 'hes', 'a', 'superstar', 'just', 'needs', 'to', 'believe', 'it', 'again']"
thats just the brilliance of tim coming out,Not Suicide post,"['thats', 'just', 'the', 'brilliance', 'of', 'tim', 'coming', 'out']"
that is pretty awesome it makes me want a smacar now and a cup of tea,Not Suicide post,"['that', 'is', 'pretty', 'awesome', 'it', 'makes', 'me', 'want', 'a', 'smacar', 'now', 'and', 'a', 'cup', 'of', 'tea']"
the indian roller a bird considered auspicious in india,Not Suicide post,"['the', 'indian', 'roller', 'a', 'bird', 'considered', 'auspicious', 'in', 'india']"
it's the same here in new zealand too looking forward to them starting again already have a great night,Not Suicide post,"['it', ""'s"", 'the', 'same', 'here', 'in', 'new', 'zealand', 'too', 'looking', 'forward', 'to', 'them', 'starting', 'again', 'already', 'have', 'a', 'great', 'night']"
you make me fucking cry every night and you dont even know it,Potential Suicide post ,"['you', 'make', 'me', 'fucking', 'cry', 'every', 'night', 'and', 'you', 'dont', 'even', 'know', 'it']"
late night gaming with the guys fun times yesterday was a giddy day too lt3,Not Suicide post,"['late', 'night', 'gaming', 'with', 'the', 'guys', 'fun', 'times', 'yesterday', 'was', 'a', 'giddy', 'day', 'too', 'lt3']"
tonight's the last time i'll spothis millajovovichesque hair will finally have a straight do tomorrow,Not Suicide post,"['tonight', ""'s"", 'the', 'last', 'time', 'i', ""'ll"", 'spothis', 'millajovovichesque', 'hair', 'will', 'finally', 'have', 'a', 'straight', 'do', 'tomorrow']"
is the top trend i am surprised but i couldn't have loved it more,Not Suicide post,"['is', 'the', 'top', 'trend', 'i', 'am', 'surprised', 'but', 'i', 'could', ""n't"", 'have', 'loved', 'it', 'more']"
our plans are coming together nicely i am very happy indeed today,Not Suicide post,"['our', 'plans', 'are', 'coming', 'together', 'nicely', 'i', 'am', 'very', 'happy', 'indeed', 'today']"
is laughing i cant believe flea attacks dougie xx,Not Suicide post,"['is', 'laughing', 'i', 'cant', 'believe', 'flea', 'attacks', 'dougie', 'xx']"
some people tweets a lotthats cooli guess,Not Suicide post,"['some', 'people', 'tweets', 'a', 'lotthats', 'cooli', 'guess']"
wow i am adding thay to my list of shit to listen to when i want to die,Potential Suicide post ,"['wow', 'i', 'am', 'adding', 'thay', 'to', 'my', 'list', 'of', 'shit', 'to', 'listen', 'to', 'when', 'i', 'want', 'to', 'die']"
honestly i dont want to be here anymore,Potential Suicide post ,"['honestly', 'i', 'dont', 'want', 'to', 'be', 'here', 'anymore']"
my unofficial diagnosis is bipolar schizoaffective disorder it was a nightmare with so much trial and error with all sorts of therapies my medication a cocktail of about 20 pills a day has gotten me to a point where i can function day to day i dont know how i feel right now all i know though is i want it to stop,Potential Suicide post ,"['my', 'unofficial', 'diagnosis', 'is', 'bipolar', 'schizoaffective', 'disorder', 'it', 'was', 'a', 'nightmare', 'with', 'so', 'much', 'trial', 'and', 'error', 'with', 'all', 'sorts', 'of', 'therapies', 'my', 'medication', 'a', 'cocktail', 'of', 'about', '20', 'pills', 'a', 'day', 'has', 'gotten', 'me', 'to', 'a', 'point', 'where', 'i', 'can', 'function', 'day', 'to', 'day', 'i', 'dont', 'know', 'how', 'i', 'feel', 'right', 'now', 'all', 'i', 'know', 'though', 'is', 'i', 'want', 'it', 'to', 'stop']"
when i die i want to have a closed casket service at my memorial then i want them to play pop goes the weasel a,Potential Suicide post ,"['when', 'i', 'die', 'i', 'want', 'to', 'have', 'a', 'closed', 'casket', 'service', 'at', 'my', 'memorial', 'then', 'i', 'want', 'them', 'to', 'play', 'pop', 'goes', 'the', 'weasel', 'a']"
celebrating a minor banking triumph that's banking with a b got one to admit it was wrong,Not Suicide post,"['celebrating', 'a', 'minor', 'banking', 'triumph', 'that', ""'s"", 'banking', 'with', 'a', 'b', 'got', 'one', 'to', 'admit', 'it', 'was', 'wrong']"
maybe i hate myself,Potential Suicide post ,"['maybe', 'i', 'hate', 'myself']"
im tired of living the regular life,Potential Suicide post ,"['im', 'tired', 'of', 'living', 'the', 'regular', 'life']"
im tired of living like this,Potential Suicide post ,"['im', 'tired', 'of', 'living', 'like', 'this']"
glad you enjoyed it,Not Suicide post,"['glad', 'you', 'enjoyed', 'it']"
to no one i'm not fucking okay stop asking me if i am stop asking me what's wrong if i knew then i'd fucking sa,Potential Suicide post ,"['to', 'no', 'one', 'i', ""'m"", 'not', 'fucking', 'okay', 'stop', 'asking', 'me', 'if', 'i', 'am', 'stop', 'asking', 'me', 'what', ""'s"", 'wrong', 'if', 'i', 'knew', 'then', 'i', ""'d"", 'fucking', 'sa']"
hey your stuff's quite good can you get it on itunes,Not Suicide post,"['hey', 'your', 'stuff', ""'s"", 'quite', 'good', 'can', 'you', 'get', 'it', 'on', 'itunes']"
if you want to win first you need to understand the game that youre playing,Not Suicide post,"['if', 'you', 'want', 'to', 'win', 'first', 'you', 'need', 'to', 'understand', 'the', 'game', 'that', 'youre', 'playing']"
my bby is so adorable,Not Suicide post,"['my', 'bby', 'is', 'so', 'adorable']"
thanks for helping share the postrank love,Not Suicide post,"['thanks', 'for', 'helping', 'share', 'the', 'postrank', 'love']"
interesting to note how twitter is like brandingthe more you tweet the more people follow thanks for the follow alister mark greg,Not Suicide post,"['interesting', 'to', 'note', 'how', 'twitter', 'is', 'like', 'brandingthe', 'more', 'you', 'tweet', 'the', 'more', 'people', 'follow', 'thanks', 'for', 'the', 'follow', 'alister', 'mark', 'greg']"
we've got a snorer in the it pro track really it's quite interesting,Not Suicide post,"['we', ""'ve"", 'got', 'a', 'snorer', 'in', 'the', 'it', 'pro', 'track', 'really', 'it', ""'s"", 'quite', 'interesting']"
we're both famous,Not Suicide post,"['we', ""'re"", 'both', 'famous']"
my weird dreams are a paof my life now and make me who i am xxxxxxxxx,Not Suicide post,"['my', 'weird', 'dreams', 'are', 'a', 'paof', 'my', 'life', 'now', 'and', 'make', 'me', 'who', 'i', 'am', 'xxxxxxxxx']"
tired of living this lonely life,Potential Suicide post ,"['tired', 'of', 'living', 'this', 'lonely', 'life']"
that is optin dm invites,Not Suicide post,"['that', 'is', 'optin', 'dm', 'invites']"
hei knew that even if i reached my dream it could not be everything i love you i was sick that we could get tir,Potential Suicide post ,"['hei', 'knew', 'that', 'even', 'if', 'i', 'reached', 'my', 'dream', 'it', 'could', 'not', 'be', 'everything', 'i', 'love', 'you', 'i', 'was', 'sick', 'that', 'we', 'could', 'get', 'tir']"
good morning everyone i hope you have a great stato the day raises cup of coffee,Not Suicide post,"['good', 'morning', 'everyone', 'i', 'hope', 'you', 'have', 'a', 'great', 'stato', 'the', 'day', 'raises', 'cup', 'of', 'coffee']"
he was a very good boy he looks even cuter now if such a thing were possible,Not Suicide post,"['he', 'was', 'a', 'very', 'good', 'boy', 'he', 'looks', 'even', 'cuter', 'now', 'if', 'such', 'a', 'thing', 'were', 'possible']"
i want to kill him,Not Suicide post,"['i', 'want', 'to', 'kill', 'him']"
appreciate and be grateful for every given moment and live your life with love joy,Not Suicide post,"['appreciate', 'and', 'be', 'grateful', 'for', 'every', 'given', 'moment', 'and', 'live', 'your', 'life', 'with', 'love', 'joy']"
i'm fucking tired of people's tweet today oh my god stop treating romance like it revolves around everything you won't d,Potential Suicide post ,"['i', ""'m"", 'fucking', 'tired', 'of', 'people', ""'s"", 'tweet', 'today', 'oh', 'my', 'god', 'stop', 'treating', 'romance', 'like', 'it', 'revolves', 'around', 'everything', 'you', 'wo', ""n't"", 'd']"
have a great day back at ya,Not Suicide post,"['have', 'a', 'great', 'day', 'back', 'at', 'ya']"
too bad make it a good show,Not Suicide post,"['too', 'bad', 'make', 'it', 'a', 'good', 'show']"
the jobs front doesnt look so bleak today,Not Suicide post,"['the', 'jobs', 'front', 'doesnt', 'look', 'so', 'bleak', 'today']"
my work schedule for next week makes me want to die im not ready,Potential Suicide post ,"['my', 'work', 'schedule', 'for', 'next', 'week', 'makes', 'me', 'want', 'to', 'die', 'im', 'not', 'ready']"
ye but i still rather imagine my dad is some american superstar than just a bum it keeps me happy,Not Suicide post,"['ye', 'but', 'i', 'still', 'rather', 'imagine', 'my', 'dad', 'is', 'some', 'american', 'superstar', 'than', 'just', 'a', 'bum', 'it', 'keeps', 'me', 'happy']"
congratulations to coach lanter for winning his first career ga,Not Suicide post,"['congratulations', 'to', 'coach', 'lanter', 'for', 'winning', 'his', 'first', 'career', 'ga']"
oh my heahurts so good i love you babe so bad,Not Suicide post,"['oh', 'my', 'heahurts', 'so', 'good', 'i', 'love', 'you', 'babe', 'so', 'bad']"
crawling out of helli dont want to be here anymore,Potential Suicide post ,"['crawling', 'out', 'of', 'helli', 'dont', 'want', 'to', 'be', 'here', 'anymore']"
sbux is exclusively playing rostam and beck i am loving it,Not Suicide post,"['sbux', 'is', 'exclusively', 'playing', 'rostam', 'and', 'beck', 'i', 'am', 'loving', 'it']"
off work resisting the urge to go home and just fucking sleep forever tbh,Potential Suicide post ,"['off', 'work', 'resisting', 'the', 'urge', 'to', 'go', 'home', 'and', 'just', 'fucking', 'sleep', 'forever', 'tbh']"
follow,Not Suicide post,['follow']
the fluider an interface the better regardless of the purpose,Not Suicide post,"['the', 'fluider', 'an', 'interface', 'the', 'better', 'regardless', 'of', 'the', 'purpose']"
who is i like maotai spirit very much,Not Suicide post,"['who', 'is', 'i', 'like', 'maotai', 'spirit', 'very', 'much']"
im really about to kms cause this damn test oh my god i hate myself for not remembering its today,Potential Suicide post ,"['im', 'really', 'about', 'to', 'kms', 'cause', 'this', 'damn', 'test', 'oh', 'my', 'god', 'i', 'hate', 'myself', 'for', 'not', 'remembering', 'its', 'today']"
do you know ur joe is on here now,Not Suicide post,"['do', 'you', 'know', 'ur', 'joe', 'is', 'on', 'here', 'now']"
now time for mouse to mouse pad for a long long night ahead this is how you know you love it,Not Suicide post,"['now', 'time', 'for', 'mouse', 'to', 'mouse', 'pad', 'for', 'a', 'long', 'long', 'night', 'ahead', 'this', 'is', 'how', 'you', 'know', 'you', 'love', 'it']"
coooeee how's your day been,Not Suicide post,"['coooeee', 'how', ""'s"", 'your', 'day', 'been']"
i don't care how frightening it will be i want to go ahead,Not Suicide post,"['i', 'do', ""n't"", 'care', 'how', 'frightening', 'it', 'will', 'be', 'i', 'want', 'to', 'go', 'ahead']"
i like the picture,Not Suicide post,"['i', 'like', 'the', 'picture']"
i just rlly cant wait for all old white ppl to fuckijg die out im so tired of gen x amp y and baby boomers liter,Potential Suicide post ,"['i', 'just', 'rlly', 'cant', 'wait', 'for', 'all', 'old', 'white', 'ppl', 'to', 'fuckijg', 'die', 'out', 'im', 'so', 'tired', 'of', 'gen', 'x', 'amp', 'y', 'and', 'baby', 'boomers', 'liter']"
home had uni today got results back hd yehhh its been 3 yrs why am i always thinking of the wat ifs,Not Suicide post,"['home', 'had', 'uni', 'today', 'got', 'results', 'back', 'hd', 'yehhh', 'its', 'been', '3', 'yrs', 'why', 'am', 'i', 'always', 'thinking', 'of', 'the', 'wat', 'ifs']"
can i move out already im tired of living with this old hag,Potential Suicide post ,"['can', 'i', 'move', 'out', 'already', 'im', 'tired', 'of', 'living', 'with', 'this', 'old', 'hag']"
okay but lets be real why am i really still here im nothing but an annoying ass useless talentless person can,Potential Suicide post ,"['okay', 'but', 'lets', 'be', 'real', 'why', 'am', 'i', 'really', 'still', 'here', 'im', 'nothing', 'but', 'an', 'annoying', 'ass', 'useless', 'talentless', 'person', 'can']"
work two jobs in school gotta car my own apartment a boo life's going good for me right now and i'm only 19,Not Suicide post,"['work', 'two', 'jobs', 'in', 'school', 'got', 'ta', 'car', 'my', 'own', 'apartment', 'a', 'boo', 'life', ""'s"", 'going', 'good', 'for', 'me', 'right', 'now', 'and', 'i', ""'m"", 'only', '19']"
accidentally her whole rib cagewell nearly half of it,Not Suicide post,"['accidentally', 'her', 'whole', 'rib', 'cagewell', 'nearly', 'half', 'of', 'it']"
this is for you the person who feels like they have no one the person who doesnt see why they should be here anymore,Potential Suicide post ,"['this', 'is', 'for', 'you', 'the', 'person', 'who', 'feels', 'like', 'they', 'have', 'no', 'one', 'the', 'person', 'who', 'doesnt', 'see', 'why', 'they', 'should', 'be', 'here', 'anymore']"
all influencers want to be comedians and all comedians want to be dead,Potential Suicide post ,"['all', 'influencers', 'want', 'to', 'be', 'comedians', 'and', 'all', 'comedians', 'want', 'to', 'be', 'dead']"
cap joross gamboa greets her a happy birthday in her ig live,Not Suicide post,"['cap', 'joross', 'gamboa', 'greets', 'her', 'a', 'happy', 'birthday', 'in', 'her', 'ig', 'live']"
showcase quick vip room on thursday,Not Suicide post,"['showcase', 'quick', 'vip', 'room', 'on', 'thursday']"
will keep that in mind thank you for the tips,Not Suicide post,"['will', 'keep', 'that', 'in', 'mind', 'thank', 'you', 'for', 'the', 'tips']"
because of youreba mcentire amp kelly clarkson,Not Suicide post,"['because', 'of', 'youreba', 'mcentire', 'amp', 'kelly', 'clarkson']"
homophobic parents spew their bigotry and be wondering why they end up with dead ass kids keep acting stupid if yall,Potential Suicide post ,"['homophobic', 'parents', 'spew', 'their', 'bigotry', 'and', 'be', 'wondering', 'why', 'they', 'end', 'up', 'with', 'dead', 'ass', 'kids', 'keep', 'acting', 'stupid', 'if', 'yall']"
casual tuesday again for train bfhe sat next to me today this has to mean i'm going to have a good day,Not Suicide post,"['casual', 'tuesday', 'again', 'for', 'train', 'bfhe', 'sat', 'next', 'to', 'me', 'today', 'this', 'has', 'to', 'mean', 'i', ""'m"", 'going', 'to', 'have', 'a', 'good', 'day']"
welcome to twitter,Not Suicide post,"['welcome', 'to', 'twitter']"
you've come to the right place i own an office interiors company how big would you like your desk,Not Suicide post,"['you', ""'ve"", 'come', 'to', 'the', 'right', 'place', 'i', 'own', 'an', 'office', 'interiors', 'company', 'how', 'big', 'would', 'you', 'like', 'your', 'desk']"
i work hard every day of my life i work 'til i ache in my bones at the end,Potential Suicide post ,"['i', 'work', 'hard', 'every', 'day', 'of', 'my', 'life', 'i', 'work', ""'til"", 'i', 'ache', 'in', 'my', 'bones', 'at', 'the', 'end']"
going to the toilet cause i have to take a leak for over an hour now,Not Suicide post,"['going', 'to', 'the', 'toilet', 'cause', 'i', 'have', 'to', 'take', 'a', 'leak', 'for', 'over', 'an', 'hour', 'now']"
it's okay to be proud of your progress even if you're not exactly where you want to be you're getting there,Not Suicide post,"['it', ""'s"", 'okay', 'to', 'be', 'proud', 'of', 'your', 'progress', 'even', 'if', 'you', ""'re"", 'not', 'exactly', 'where', 'you', 'want', 'to', 'be', 'you', ""'re"", 'getting', 'there']"
so cut my wrist and black my eyes,Potential Suicide post ,"['so', 'cut', 'my', 'wrist', 'and', 'black', 'my', 'eyes']"
i'm in desperate need of a kidney transplant amp need a matching live donor i'm actually at the end of the road now so need on,Potential Suicide post ,"['i', ""'m"", 'in', 'desperate', 'need', 'of', 'a', 'kidney', 'transplant', 'amp', 'need', 'a', 'matching', 'live', 'donor', 'i', ""'m"", 'actually', 'at', 'the', 'end', 'of', 'the', 'road', 'now', 'so', 'need', 'on']"
1111 of 80 decimated7 died from stress48 captured forever lostdefenseless,Potential Suicide post ,"['1111', 'of', '80', 'decimated7', 'died', 'from', 'stress48', 'captured', 'forever', 'lostdefenseless']"
millwall v blackburn travel purchased for live on sky sports selection cant wait to go to the game with value,Potential Suicide post ,"['millwall', 'v', 'blackburn', 'travel', 'purchased', 'for', 'live', 'on', 'sky', 'sports', 'selection', 'cant', 'wait', 'to', 'go', 'to', 'the', 'game', 'with', 'value']"
happy birthday to my ride or die i hope you have the best 21st birthday ever i love you so much hope you love this it wa,Not Suicide post,"['happy', 'birthday', 'to', 'my', 'ride', 'or', 'die', 'i', 'hope', 'you', 'have', 'the', 'best', '21st', 'birthday', 'ever', 'i', 'love', 'you', 'so', 'much', 'hope', 'you', 'love', 'this', 'it', 'wa']"
morning just watching 90210 from last night waiting for a text from my friend,Not Suicide post,"['morning', 'just', 'watching', '90210', 'from', 'last', 'night', 'waiting', 'for', 'a', 'text', 'from', 'my', 'friend']"
no one should ever be driven to the point of suicide especially not by those you have done nothing but cared for,Not Suicide post,"['no', 'one', 'should', 'ever', 'be', 'driven', 'to', 'the', 'point', 'of', 'suicide', 'especially', 'not', 'by', 'those', 'you', 'have', 'done', 'nothing', 'but', 'cared', 'for']"
sooo cool thanks so much our stuff just shipped so i should have soon your the best,Not Suicide post,"['sooo', 'cool', 'thanks', 'so', 'much', 'our', 'stuff', 'just', 'shipped', 'so', 'i', 'should', 'have', 'soon', 'your', 'the', 'best']"
me oh my god i want to fuckin die i hate myself im so lonely,Potential Suicide post ,"['me', 'oh', 'my', 'god', 'i', 'want', 'to', 'fuckin', 'die', 'i', 'hate', 'myself', 'im', 'so', 'lonely']"
oh yeah i forgot what colour dress should i get for the ball the theme is quotlas vegasquot please reply,Not Suicide post,"['oh', 'yeah', 'i', 'forgot', 'what', 'colour', 'dress', 'should', 'i', 'get', 'for', 'the', 'ball', 'the', 'theme', 'is', 'quotlas', 'vegasquot', 'please', 'reply']"
good morning feeling happier today,Not Suicide post,"['good', 'morning', 'feeling', 'happier', 'today']"
would i strive for anything but perfection come on i thought you knew me better than that,Not Suicide post,"['would', 'i', 'strive', 'for', 'anything', 'but', 'perfection', 'come', 'on', 'i', 'thought', 'you', 'knew', 'me', 'better', 'than', 'that']"
i fucking get it that im almost done with the semester but i feel like its too much shit i have to do i feel lik,Potential Suicide post ,"['i', 'fucking', 'get', 'it', 'that', 'im', 'almost', 'done', 'with', 'the', 'semester', 'but', 'i', 'feel', 'like', 'its', 'too', 'much', 'shit', 'i', 'have', 'to', 'do', 'i', 'feel', 'lik']"
if you want us to believe you want to be an american it would make sense to learn english in less than 20 years ot,Potential Suicide post ,"['if', 'you', 'want', 'us', 'to', 'believe', 'you', 'want', 'to', 'be', 'an', 'american', 'it', 'would', 'make', 'sense', 'to', 'learn', 'english', 'in', 'less', 'than', '20', 'years', 'ot']"
was that reply to me or yourself xd i wouldn't say you make many mistakes,Not Suicide post,"['was', 'that', 'reply', 'to', 'me', 'or', 'yourself', 'xd', 'i', 'would', ""n't"", 'say', 'you', 'make', 'many', 'mistakes']"
i basically just feel like a prisoner in my own life i just feel like i dont have any strenghth left to get up go outside on a regular basis or finding anything that makes me happy i am just totaly dead inside and fake to be happy,Potential Suicide post ,"['i', 'basically', 'just', 'feel', 'like', 'a', 'prisoner', 'in', 'my', 'own', 'life', 'i', 'just', 'feel', 'like', 'i', 'dont', 'have', 'any', 'strenghth', 'left', 'to', 'get', 'up', 'go', 'outside', 'on', 'a', 'regular', 'basis', 'or', 'finding', 'anything', 'that', 'makes', 'me', 'happy', 'i', 'am', 'just', 'totaly', 'dead', 'inside', 'and', 'fake', 'to', 'be', 'happy']"
and you can tell me that you're sorry but i don't believe you baby like i did before you're not sorry',Not Suicide post,"['and', 'you', 'can', 'tell', 'me', 'that', 'you', ""'re"", 'sorry', 'but', 'i', 'do', ""n't"", 'believe', 'you', 'baby', 'like', 'i', 'did', 'before', 'you', ""'re"", 'not', 'sorry', ""'""]"
welcome bro,Not Suicide post,"['welcome', 'bro']"
oh we have quotantiques roadshowquot it is strangely addictive it's kind of funny when people find out their junk is worthless,Not Suicide post,"['oh', 'we', 'have', 'quotantiques', 'roadshowquot', 'it', 'is', 'strangely', 'addictive', 'it', ""'s"", 'kind', 'of', 'funny', 'when', 'people', 'find', 'out', 'their', 'junk', 'is', 'worthless']"
i think ive run out of jack bauer jokes or paul o'connell ones too,Not Suicide post,"['i', 'think', 'ive', 'run', 'out', 'of', 'jack', 'bauer', 'jokes', 'or', 'paul', ""o'connell"", 'ones', 'too']"
ooo i remember this one picnic on the top of sennen with your burnt sausages,Not Suicide post,"['ooo', 'i', 'remember', 'this', 'one', 'picnic', 'on', 'the', 'top', 'of', 'sennen', 'with', 'your', 'burnt', 'sausages']"
when will pidgin integrate otrencryption as a standard component like adium does i will really appreciate that,Not Suicide post,"['when', 'will', 'pidgin', 'integrate', 'otrencryption', 'as', 'a', 'standard', 'component', 'like', 'adium', 'does', 'i', 'will', 'really', 'appreciate', 'that']"
disneyland was great got to go and pick up the kitties in a minute,Not Suicide post,"['disneyland', 'was', 'great', 'got', 'to', 'go', 'and', 'pick', 'up', 'the', 'kitties', 'in', 'a', 'minute']"
narrated by dave smalleymy herothis cannot go wrong,Not Suicide post,"['narrated', 'by', 'dave', 'smalleymy', 'herothis', 'can', 'not', 'go', 'wrong']"
the only thing keeping me alive is gone i guess i could as well kill myself now,Potential Suicide post ,"['the', 'only', 'thing', 'keeping', 'me', 'alive', 'is', 'gone', 'i', 'guess', 'i', 'could', 'as', 'well', 'kill', 'myself', 'now']"
badlandssmash manor i guess,Potential Suicide post ,"['badlandssmash', 'manor', 'i', 'guess']"
my idea of hell would be if there were a heaven i mean i really want to be dead one time,Potential Suicide post ,"['my', 'idea', 'of', 'hell', 'would', 'be', 'if', 'there', 'were', 'a', 'heaven', 'i', 'mean', 'i', 'really', 'want', 'to', 'be', 'dead', 'one', 'time']"
we know we don't have a queen,Not Suicide post,"['we', 'know', 'we', 'do', ""n't"", 'have', 'a', 'queen']"
aj really not wwe champ anymore i want to die,Potential Suicide post ,"['aj', 'really', 'not', 'wwe', 'champ', 'anymore', 'i', 'want', 'to', 'die']"
please somebody come fucking kill me im so in love,Potential Suicide post ,"['please', 'somebody', 'come', 'fucking', 'kill', 'me', 'im', 'so', 'in', 'love']"
ohhhhh um i hope mine comes sooooooooooooooooooon does it look goog give it ere lemme hav a look,Not Suicide post,"['ohhhhh', 'um', 'i', 'hope', 'mine', 'comes', 'sooooooooooooooooooon', 'does', 'it', 'look', 'goog', 'give', 'it', 'ere', 'lem', 'me', 'hav', 'a', 'look']"
whoever replied i cant see it but just kno i said what i said and go see aquaman directed by james wan on dec 21,Potential Suicide post ,"['whoever', 'replied', 'i', 'cant', 'see', 'it', 'but', 'just', 'kno', 'i', 'said', 'what', 'i', 'said', 'and', 'go', 'see', 'aquaman', 'directed', 'by', 'james', 'wan', 'on', 'dec', '21']"
yo i live in jacksonville lets do lunch,Not Suicide post,"['yo', 'i', 'live', 'in', 'jacksonville', 'lets', 'do', 'lunch']"
aye,Not Suicide post,['aye']
my grandpas wrist is bleeding really bad he cut it on accident copyright,Potential Suicide post ,"['my', 'grandpas', 'wrist', 'is', 'bleeding', 'really', 'bad', 'he', 'cut', 'it', 'on', 'accident', 'copyright']"
yeah lots of potential i think they've been working on their own iphone app for months now how are you mate been a while,Not Suicide post,"['yeah', 'lots', 'of', 'potential', 'i', 'think', 'they', ""'ve"", 'been', 'working', 'on', 'their', 'own', 'iphone', 'app', 'for', 'months', 'now', 'how', 'are', 'you', 'mate', 'been', 'a', 'while']"
congratulations on your championship win and the heel turn but youre going to need more than luck for,Not Suicide post,"['congratulations', 'on', 'your', 'championship', 'win', 'and', 'the', 'heel', 'turn', 'but', 'youre', 'going', 'to', 'need', 'more', 'than', 'luck', 'for']"
celebrate my bday on klg's anniversary bday shout out can't wait to watch,Not Suicide post,"['celebrate', 'my', 'bday', 'on', 'klg', ""'s"", 'anniversary', 'bday', 'shout', 'out', 'ca', ""n't"", 'wait', 'to', 'watch']"
my is school comtuper chat makeing,Not Suicide post,"['my', 'is', 'school', 'comtuper', 'chat', 'makeing']"
its crazy cause i shut myself out on two ppl i been down w soo long and ik i love them to death and i would prob,Potential Suicide post ,"['its', 'crazy', 'cause', 'i', 'shut', 'myself', 'out', 'on', 'two', 'ppl', 'i', 'been', 'down', 'w', 'soo', 'long', 'and', 'ik', 'i', 'love', 'them', 'to', 'death', 'and', 'i', 'would', 'prob']"
damn i forgot that spyro has a midnight release and i literally drove past gamestop i hate myself,Potential Suicide post ,"['damn', 'i', 'forgot', 'that', 'spyro', 'has', 'a', 'midnight', 'release', 'and', 'i', 'literally', 'drove', 'past', 'gamestop', 'i', 'hate', 'myself']"
new hip album today mine arrives in vinyl next week,Not Suicide post,"['new', 'hip', 'album', 'today', 'mine', 'arrives', 'in', 'vinyl', 'next', 'week']"
i'm sitting in burger king with my whopper on the table in front of me,Not Suicide post,"['i', ""'m"", 'sitting', 'in', 'burger', 'king', 'with', 'my', 'whopper', 'on', 'the', 'table', 'in', 'front', 'of', 'me']"
good afternoon from my paof world abu dhabi 400 gmt,Not Suicide post,"['good', 'afternoon', 'from', 'my', 'paof', 'world', 'abu', 'dhabi', '400', 'gmt']"
i deadass hate my damn psn name i wish i named myself powerpuff234 there is at least one person in every 23 ga,Potential Suicide post ,"['i', 'deadass', 'hate', 'my', 'damn', 'psn', 'name', 'i', 'wish', 'i', 'named', 'myself', 'powerpuff234', 'there', 'is', 'at', 'least', 'one', 'person', 'in', 'every', '23', 'ga']"
you didn't get the memo because when i told you you were most likely intoxicated not my problem but you're welcome,Not Suicide post,"['you', 'did', ""n't"", 'get', 'the', 'memo', 'because', 'when', 'i', 'told', 'you', 'you', 'were', 'most', 'likely', 'intoxicated', 'not', 'my', 'problem', 'but', 'you', ""'re"", 'welcome']"
fingers are firmly crossed for you any advice give me a shout,Not Suicide post,"['fingers', 'are', 'firmly', 'crossed', 'for', 'you', 'any', 'advice', 'give', 'me', 'a', 'shout']"
